"video_id"	"last_trending_date"	"publish_date"	"category_id"	"channel_title"	"views"	"likes"	"dislikes"	"comment_count"	"title"	"trend_day_count"	"tags_count"	"subscriber"	"category_desc"
"PXi4JIklpOs"	"2018-01-12"	"2018-01-09"	25	"euronews (in English)"	2691	20	5	20	"North Korea will send a team to the Winter Olympics"	1	3	399408	"News & Politics"
"9L4-DV1nVek"	"2018-01-12"	"2010-04-21"	1	"shoaib246"	25796	64	4	22	"The Royal Tenenbaums - Accident scene"	1	20	289	"Film and Animation"
"kjkw7rKhPfc"	"2018-01-12"	"2017-02-10"	28	"PK Inventor"	5509	0	0	17	"PK Inventor ASM V1 0"	1	26	0	"Science & Technology"
"CFwXUarN-wg"	"2018-01-12"	"2018-01-07"	1	"KickThePj"	83200	15262	26	881	"GOALS GOALS GOALS"	1	10	1426409	"Film and Animation"
"AULfqQCVmWY"	"2018-01-12"	"2017-05-07"	17	"Total Combat"	1722	17	3	1	"Martial Art Grandmaster Does Push ups Hands Free"	1	12	45196	"Sports"
"guI0Ydh7wT0"	"2018-01-12"	"2018-01-07"	17	"The Inertia"	65371	296	69	49	"Surfers Tackle Ultra Rare Slurpee Waves in Winter Blizzard - The Inertia"	1	7	17610	"Sports"
"W86cTIoMv2U"	"2018-01-12"	"2018-01-05"	24	"BBC"	859682	36801	171	2688	"World's smallest cat - Big Cats: Preview - BBC One"	1	29	4488789	"Entertainment"
"dfnCAmr569k"	"2018-01-19"	"2018-01-12"	10	"TaylorSwiftVEVO"	45141770	1844959	102849	148768	"Taylor Swift - End Game ft. Ed Sheeran, Future"	7	7	27907431	"Music"
"OQkfDJ2zVNo"	"2018-01-18"	"2018-01-12"	23	"The Daily Show with Trevor Noah"	4089878	63682	20515	33355	"Trump Calls Non-White Countries S**tholes: The Daily Show"	6	23	2940431	"Comedy"
"h9O-JH4DtiQ"	"2018-01-18"	"2018-01-12"	28	"United Launch Alliance"	303274	1676	339	448	"Delta IV NROL-47 Live Launch Broadcast (Jan. 12, 2018)"	6	5	25210	"Science & Technology"
"Htu3va7yDMg"	"2018-01-18"	"2018-01-12"	10	"carrieunderwoodVEVO"	1632855	28427	1702	2002	"Carrie Underwood - The Champion (Official Lyric Video) ft. Ludacris"	6	7	1337356	"Music"
"PGH1V_yZq7k"	"2018-01-18"	"2018-01-12"	24	"The View"	150617	1315	395	247	"Helen Mirren, Donald Sutherland Talk Oscars Honor, #TimesUp Movement, Golden Globes & More"	6	8	381107	"Entertainment"
"Z-dLdCXhapc"	"2018-01-18"	"2018-01-12"	22	"tonyvera1902"	582548	7210	427	1582	"The best hairstyle at lax"	6	4	42298	"People & Blogs"
"Q-oM2BQ8Jow"	"2018-01-18"	"2018-01-12"	10	"AnselElgortVEVO"	2034980	148529	1844	7272	"Ansel Elgort - Supernova"	6	7	369406	"Music"
"mQdBJGlnQYs"	"2018-01-16"	"2018-01-11"	24	"TheEllenShow"	1266647	43096	615	2447	"Ellen Pays Tribute to Her Late Father"	4	27	23760020	"Entertainment"
"WKrnYjpmcpE"	"2018-01-18"	"2018-01-12"	23	"Berd"	213433	11584	231	1657	"philbert's pet"	6	3	367643	"Comedy"
"e7vFVFcnBQQ"	"2018-01-18"	"2018-01-12"	22	"Joey Graceffa"	578611	34984	987	6459	"I BOUGHT MY FAKE MERCH!"	6	20	8618223	"People & Blogs"
"d6awT91VKUw"	"2018-01-14"	"2018-01-12"	24	"Saturday Night Live"	176914	1853	201	245	"Sam Rockwell, Not Halsey, Won a Golden Globe - SNL"	2	40	5292034	"Entertainment"
"TxGmy416VRs"	"2018-01-18"	"2018-01-12"	10	"Camila Cabello"	425943	46469	349	1003	"Camila Cabello - Live from Youtube"	6	7	6358719	"Music"
"JyVzPx4ecHA"	"2018-01-18"	"2018-01-12"	10	"Matt and Kim"	203710	3797	361	639	"Matt and Kim - FOREVER - (Official Music Video)"	6	10	76289	"Music"
"czBa9nbvGNA"	"2018-01-16"	"2018-01-12"	23	"The Tonight Show Starring Jimmy Fallon"	951276	18315	363	1092	"Charades with Gal Gadot and Patty Jenkins"	4	33	15769455	"Comedy"
"VNigGwmovdA"	"2018-01-18"	"2018-01-11"	25	"CNNMoney"	218907	1054	556	1017	"Walmart is closing Sam's Club stores"	6	11	339355	"News & Politics"
"Qc9-dHabR2E"	"2018-01-18"	"2018-01-12"	24	"Glam&Gore"	330659	26222	152	2003	"HOW I BECAME A MAKEUP ARTIST with pictures"	6	17	2364565	"Entertainment"
"abeqEEmpbdM"	"2018-01-18"	"2018-01-12"	24	"I.T. Channel"	319454	11248	209	800	"Camila Cabello Performs - Never Be the Same - GMA LIVE"	6	0	34357	"Entertainment"
"8nsWMmFYRqE"	"2018-01-18"	"2018-01-12"	10	"CamilaCabelloVEVO"	3742064	155330	1583	7073	"Camila Cabello - Something's Gotta Give (Audio)"	6	21	6358719	"Music"
"YXTzMOmmEfE"	"2018-01-18"	"2018-01-11"	10	"Hayley Kiyoko"	2502652	156175	1713	9340	"Hayley Kiyoko - Curious [Official Video]"	6	12	1086246	"Music"
"5qjU_wPyv4E"	"2018-01-17"	"2018-01-11"	23	"CollegeHumor"	535232	18453	417	1185	"Remembering Someone by Their Facebook Posts"	5	32	12641442	"Comedy"
"uzCxM2qFWeI"	"2018-01-14"	"2018-01-12"	22	"Refinery29"	57581	2041	32	360	"Lucie Fink Shares Her Secret Nightly Routine | Lucie Fink Vlogs | Refinery29"	2	38	890739	"People & Blogs"
"1-jXHDiRnC0"	"2018-01-17"	"2018-01-11"	23	"IISuperwomanII"	1143211	80554	908	6583	"Migos, Nicki Minaj, Cardi B - MotorSport | My Parents React (Ep. 26)"	5	26	13357328	"Comedy"
"s1cpCfX-mgo"	"2018-01-18"	"2018-01-12"	10	"IncubusVEVO"	245625	7926	321	573	"Incubus - Loneliest"	6	5	406273	"Music"
"lSaGEo3UfBk"	"2018-01-17"	"2018-01-10"	24	"Rella On the radio"	2839406	11808	418	828	"We found the real Maui!!!"	5	11	959	"Entertainment"
"fO_zejwc054"	"2018-01-17"	"2018-01-12"	24	"The Ringer"	27898	363	27	135	"Kyrie Irving on Conspiracy Theories, Tightening His Handle, and Going to the Celtics (Ep. 4)"	5	14	36826	"Entertainment"
"Vq5cYJ4vtvk"	"2018-01-17"	"2018-01-12"	10	"FiftyShadesVEVO"	352090	12187	87	347	"Hailee Steinfeld, BloodPop® - Capital Letters (Audio)"	5	7	476614	"Music"
"MinKIBZv2-k"	"2018-01-16"	"2018-01-11"	25	"CBS Evening News"	78783	246	51	347	"Patient dumping outside hospitals caught on tape"	4	5	160146	"News & Politics"
"3pTpz76vZfc"	"2018-01-17"	"2018-01-12"	10	"Fueled By Ramen"	122710	5977	258	594	"flor: rely [OFFICIAL VIDEO]"	5	34	9945071	"Music"
"__-22AJoFxY"	"2018-01-17"	"2018-01-12"	10	"TheVampsVEVO"	270838	31167	83	1624	"The Vamps - Same To You (Acoustic)"	5	7	2319958	"Music"
"1UpvW5LiE2k"	"2018-01-16"	"2018-01-12"	17	"NBA"	132889	2660	53	65	"Meme Team - Top 5"	4	3	8707071	"Sports"
"WmYCUljsrDg"	"2018-01-17"	"2018-01-10"	24	"My Self Reliance"	295231	8034	138	784	"Log Cabin TIMELAPSE Built By ONE MAN In The Forest (Real Life Minecraft)"	5	34	308385	"Entertainment"
"XKQa1vx-oNY"	"2018-01-16"	"2018-01-10"	10	"blackbearVEVO"	852035	63867	443	3259	"blackbear - anxiety ft. FRND"	4	4	506303	"Music"
"4yG_k2Zlw7Y"	"2018-01-17"	"2018-01-10"	1	"Guldies"	199547	13027	63	888	"GOING FISHING. A Stop motion Animation by Guldies"	5	11	284109	"Film and Animation"
"TKMXw1YI5S4"	"2018-01-16"	"2018-01-11"	22	"University of Rochester EEOC Complainants"	988	12	5	3	"UR EEOC Complainants Press Conference (5pm Jan 11, 2018)"	4	18	4	"People & Blogs"
"lOEI6hYZe6Y"	"2018-01-16"	"2018-01-11"	25	"Washington Post"	24772	215	7	190	"3 awkward moments from Hoekstra’s Dutch news conference"	4	18	242880	"News & Politics"
"7sEKooUZi7I"	"2018-01-16"	"2013-11-15"	28	"NOVA's Secret Life of Scientists and Engineers"	3319	30	1	1	"Laurie Santos: Monkeynomics"	4	0	9348	"Science & Technology"
"_GPFA89Vilg"	"2018-01-16"	"2017-12-28"	22	"F Milburn"	3079	5	3	0	"Single Coin"	4	1	2	"People & Blogs"
"uuWrT3jBzrw"	"2018-01-15"	"2018-01-10"	24	"WQAD News 8"	8300	7	1	2	"Why Ikea wants you to pee on this ad"	3	0	342	"Entertainment"
"X58fcXjR-pg"	"2018-01-13"	"2018-01-09"	24	"ABC Television Network"	436730	283	22	33	"Alex, Inc. - Official Trailer"	1	22	0	"Entertainment"
"R8C9rZQlcKM"	"2018-01-13"	"2018-01-09"	28	"Mike Olbinski"	8177	491	3	105	"Breathe - An 8K storm time-lapse film"	1	18	14303	"Science & Technology"
"Cf3zj7D8SQ4"	"2018-01-19"	"2018-01-13"	1	"Let Me Explain Studios"	1776291	96594	2338	25772	"Draw My Life - Rebecca Parham"	6	17	984766	"Film and Animation"
"GKbjOWPbBwk"	"2018-01-17"	"2018-01-13"	25	"Inside Edition"	1080992	33368	522	3616	"Chihuahua Won’t Leave Owner’s Gravesite"	4	11	2081261	"News & Politics"
"mrSUROagyDc"	"2018-01-19"	"2018-01-13"	25	"CNN"	624237	5269	1612	6166	"Hawaii gets false missile strike alert"	6	4	3095131	"News & Politics"
"0Rj7pHC_6jc"	"2018-01-17"	"2018-01-13"	26	"Rosanna Pansino"	906304	28144	708	4905	"THE LOLLIPOP CHALLENGE!"	4	58	9680325	"Howto & Style"
"eoBOueMfdcY"	"2018-01-17"	"2018-01-12"	25	"C-SPAN"	360158	3921	1788	3806	"Mr. President, are you a racist? (C-SPAN)"	4	8	188161	"News & Politics"
"y4EbUvQ4a5s"	"2018-01-18"	"2018-01-13"	1	"Kelly Eden"	34232	1460	144	235	"Sailor moon Makeup Tutorial"	5	5	183077	"Film and Animation"
"FQC29joihwU"	"2018-01-18"	"2018-01-12"	1	"Patrick Nan"	1667408	51184	378	3404	"Bruce Lee Lightsabers Scene Recreation"	5	12	4717	"Film and Animation"
"Hl6lrx2O6WE"	"2018-01-18"	"2018-01-12"	17	"Cultaholic"	182783	4403	199	1610	"Paige Forced To Retire From In-Ring WWE Competiton"	5	6	265662	"Sports"
"8D7c9CY7vXk"	"2018-01-18"	"2018-01-13"	1	"itsAlexClark"	74582	2627	143	713	"Urban Dictionary Challenge with Elle Mills"	5	29	2282796	"Film and Animation"
"8bqvu8eFZss"	"2018-01-17"	"2018-01-13"	24	"FC Barcelona"	511047	14224	434	187	"FULL STREAM | Yerry Mina's unveiling as a Barça player"	4	14	3938715	"Entertainment"
"2Yb_VA4L3YU"	"2018-01-18"	"2018-01-12"	24	"KTVU"	620118	3299	60	249	"Bird photobombs weather report"	5	6	14194	"Entertainment"
"C82YHbZNmKs"	"2018-01-18"	"2018-01-13"	26	"Rachelleea"	24611	1646	32	258	"How To Be Alone & Why Its Important"	5	18	511722	"Howto & Style"
"7iksIsZOCBM"	"2018-01-16"	"2018-01-12"	25	"BBC News"	117464	1011	113	465	"The Queen's advice on wearing a crown - BBC News"	3	13	2119249	"News & Politics"
"UPFo1B81hKM"	"2018-01-15"	"2018-01-12"	24	"Netflix"	55929	1613	24	200	"Black Mirror | Featurette: Season 4 | Netflix"	2	32	3181914	"Entertainment"
"62GUa_XUosE"	"2018-01-16"	"2017-12-21"	1	"RESSENCE WATCHES"	17968	30	2	1	"Ressence Youtube"	3	0	0	"Film and Animation"
"FMXdXCYvLQQ"	"2018-01-17"	"2018-01-12"	28	"HACKADAY"	3329	96	1	11	"Bradley Gawthrop: Wiring Boot Camp"	4	0	95190	"Science & Technology"
"HPdmdO0ZxgA"	"2018-01-16"	"2018-01-12"	25	"CBS News"	2758	41	9	21	"Facebook to make changes to your news feed"	3	7	599310	"News & Politics"
"jb-To6qJcxU"	"2018-01-16"	"2018-01-10"	26	"ELLE"	906699	24705	797	938	"Watch Cardi B's 90 Second Makeup Routine | ELLE"	3	9	214786	"Howto & Style"
"OKgUiBOpsZ4"	"2018-01-22"	"2018-01-15"	17	"Highlight Heaven"	2288090	32769	2517	4393	"Paul Allen's Radio Call of the Minnesota Vikings' Unbelievable Miracle Touchdown vs. Saints"	8	5	277891	"Sports"
"AiyZ92_JZxA"	"2018-01-20"	"2018-01-14"	24	"Saturday Night Live"	4297582	32196	3803	3437	"Morning Joe Michael Wolff Cold Open - SNL"	6	37	5292034	"Entertainment"
"xxQhWrAcQnE"	"2018-01-21"	"2018-01-14"	24	"Hulu"	5463288	7533	737	794	"The Handmaid’s Tale Season 2 First Look (Official) • Only on Hulu"	7	1	1162073	"Entertainment"
"ijUK3z5rt5s"	"2018-01-21"	"2018-01-14"	23	"Graham The Christian"	2242992	64942	7903	15515	"I said Gucci Gang 1000000 Times. Here are the last 1000."	7	6	934482	"Comedy"
"T5ITSG6KGlc"	"2018-01-21"	"2018-01-14"	25	"euronews (in English)"	1173312	3689	454	1604	"No victims as Boeing narrowly avoids plunge into Black Sea"	7	2	399408	"News & Politics"
"z05WIkCvgjU"	"2018-01-15"	"2018-01-14"	17	"NFL"	1309430	9475	690	4656	"Falcons vs. Eagles | NFL Divisional Round Game Highlights"	1	47	3212413	"Sports"
"C6SZa5U8sIg"	"2018-01-20"	"2018-01-13"	1	"TRYANGLE FILMS"	10083696	430160	18357	31889	"Voldemort: Origins of the Heir - An unofficial fanfilm (HD + Subtitles)"	6	21	350178	"Film and Animation"
"jVNepCaqJok"	"2018-01-20"	"2018-01-14"	22	"BaconLegs"	263061	5760	275	1364	"My asthmatic kitty cat getting his meds"	6	10	276	"People & Blogs"
"KwnnwRSWz4o"	"2018-01-17"	"2018-01-14"	26	"Refinery29"	146578	2280	467	687	"What $3,375 Will Get You In NYC | Sweet Digs | Refinery29"	3	35	890739	"Howto & Style"
"48SbgzxKW-E"	"2018-01-15"	"2018-01-12"	25	"Vox"	769347	24823	4977	5034	"The new US tax law, explained with cereal"	1	19	3808198	"News & Politics"
"8C8pRDetZr8"	"2018-01-20"	"2018-01-14"	25	"NBC News"	28271	208	52	217	"Officials Investigating Hawaii Missile False Alarm | NBC News"	6	33	647451	"News & Politics"
"O8bszsJ0D7I"	"2018-01-18"	"2018-01-12"	22	"Safiya Nygaard"	3607347	150360	1708	8113	"I Bought 5 Knockoff Tech Products From Wish"	4	23	4169227	"People & Blogs"
"pWqRw4NfFDA"	"2018-01-18"	"2018-01-12"	1	"HBO"	84443	991	452	266	"Here And Now Official Trailer (2018) | HBO"	4	18	1099202	"Film and Animation"
"WKdt-UxuPxM"	"2018-01-16"	"2018-01-12"	28	"William Osman"	283545	24524	698	1452	"I Bought a TESLA!!"	2	10	417019	"Science & Technology"
"a2Whkq4rClY"	"2018-01-18"	"2018-01-12"	24	"The Modern Rogue"	176548	6993	102	1388	"Making a Lemon Stun Gun"	4	18	561122	"Entertainment"
"FHZktpgVW7w"	"2018-01-18"	"2018-01-12"	24	"TechRax"	957937	31405	2767	3867	"Can Porcupine Quills Puncture an iPhone X?"	4	50	6012684	"Entertainment"
"XMdBA8KkQiY"	"2018-01-17"	"2018-01-12"	26	"JerryRigEverything"	392045	16668	500	1944	"Can you Text and Drive a Tesla at the Same Time?"	3	19	1689905	"Howto & Style"
"6ZkZ7pSD2mw"	"2018-01-15"	"2018-01-12"	24	"YBF Chic"	3046	6	3	2	"EXCLUSIVE: Reginae Carter Reveals What Changed After That Beef with Khia"	1	0	4380	"Entertainment"
"yUMalTN2OvM"	"2018-01-17"	"2014-03-07"	10	"eba era"	3456	4	4	5	"IoT kit robot #3"	3	3	113	"Music"
"ibUV-bxcCZA"	"2018-01-17"	"2017-06-25"	28	"Ryan Calme"	218630	3433	76	186	"Custom Puzzle Box"	3	8	2147	"Science & Technology"
"uNuOS-qwM0Q"	"2018-01-17"	"2018-01-12"	10	"NoahKahanVEVO"	12857	754	10	37	"Noah Kahan, Julia Michaels - Hurt Somebody (Audio)"	3	9	21794	"Music"
"A_yJqOZcIQ0"	"2018-01-16"	"2017-12-27"	22	"Sieuwe Elferink"	5013	8	1	1	"Build A Self Opening Door Under 20$ With Arduino And A Electric Motor"	2	0	10	"People & Blogs"
"v6WdrNN9j8w"	"2018-01-23"	"2018-01-15"	23	"Smosh"	1940700	56187	4960	3542	"EVERY AIRPORT EVER"	8	23	22919161	"Comedy"
"GGvP6e56ja4"	"2018-01-22"	"2018-01-15"	24	"Good Mythical Morning"	881729	16737	1227	1437	"Human Flaming Hot Cheeto Challenge"	7	23	13186408	"Entertainment"
"3hn14sIQc6E"	"2018-01-22"	"2018-01-15"	25	"New York Daily News"	400997	1503	395	1063	"Dolores O'Riordan, The Cranberries singer, dead at 46"	7	3	88405	"News & Politics"
"9Tuqhjq5ANQ"	"2018-01-21"	"2018-01-15"	25	"New Orleans Saints on NOLA.com"	584892	2461	283	1879	"Marcus Williams explains what happened on Vikings’ game-winner"	6	0	4124	"News & Politics"
"_Ch5ClOB9AE"	"2018-01-21"	"2018-01-15"	25	"Vox"	655073	14075	1194	1597	"The chocolate science hype machine"	6	36	3808198	"News & Politics"
"0nVO-yU0oxM"	"2018-01-22"	"2018-01-15"	25	"CBC News"	619478	3264	298	1619	"Cranberries singer Dolores O'Riordan dead at 46"	7	6	569585	"News & Politics"
"jkkinXnXErk"	"2018-01-18"	"2018-01-15"	26	"First We Feast"	309109	7087	217	496	"How to Eat Sichuan Hot Pot | Food Skills"	3	26	2871344	"Howto & Style"
"JpR_JaVguBk"	"2018-01-21"	"2018-01-14"	24	"TheCubician"	371531	11214	740	778	"Cantina Theme Played By Rubik's Cube Whilst Being Solved"	6	24	776	"Entertainment"
"ORDHYULS2NM"	"2018-01-21"	"2018-01-15"	17	"See You Yang"	227767	1899	168	611	"Saints vs Vikings 2018 (Minnesota Vikings  Miracle) Fans Reactions."	6	0	89	"Sports"
"iHcfeuGYuzU"	"2018-01-21"	"2018-01-15"	17	"MLG Highlights"	180184	628	177	217	"Ben Simmons Ejected From The Game / Sixers vs Raptors"	6	21	684919	"Sports"
"zNqSvg5qwGw"	"2018-01-21"	"2018-01-14"	25	"CBS Sunday Morning"	777617	2166	117	306	"Sharon Stone on second chances"	6	9	169723	"News & Politics"
"seplheZ6d7M"	"2018-01-19"	"2018-01-15"	23	"RM Videos"	330958	1322	110	141	"Dogs and Christmas Tree Tug of War - 981575"	4	3	100966	"Comedy"
"9GqohosViw4"	"2018-01-19"	"2018-01-14"	28	"Marques Brownlee"	1292218	49464	709	2704	"Dope Tech of CES 2018! [Part 2]"	4	15	5887416	"Science & Technology"
"SC8Eg0odTfY"	"2018-01-16"	"2018-01-15"	24	"Netflix"	20019	663	431	252	"Seeing Allred | Official Trailer [HD] | Netflix"	1	34	3181914	"Entertainment"
"4FkzLs7cLes"	"2018-01-18"	"2018-01-13"	28	"3D Printing Nerd"	51981	2460	34	383	"3D Printing Metal with the Iro3D Desktop Metal 3D Printer - Solid High Carbon Steel Parts!"	3	27	183465	"Science & Technology"
"rz6-sdiGad8"	"2018-01-18"	"2018-01-05"	22	"Na So We See Am"	2139	12	0	10	"This video shows a man trying to rob a Houston cell phone store."	3	0	13	"People & Blogs"
"IQ2lnlj9WzQ"	"2018-01-17"	"2017-08-29"	26	"FundingCircleUK"	332114	67	11	23	"Funding Circle Drummer 2017 TV Ad"	2	0	612	"Howto & Style"
"PJ9jj08bR38"	"2018-01-17"	"2018-01-11"	24	"TV Promos"	433450	2157	33	148	"Grey's Anatomy 14x09 Promo 1-800-799-7233 (HD) Season 14 Episode 9 Promo"	2	22	666565	"Entertainment"
"MvFcY9rTPx8"	"2018-01-25"	"2018-01-17"	25	"Mike Austin"	5755949	43802	3771	0	"Michigan Meteor Jan 16 2018"	9	2	5594	"News & Politics"
"V0HCZ4YGqbw"	"2018-01-24"	"2018-01-16"	22	"bill wurtz"	3362369	295288	6258	33900	"La de da de da de da de day oh"	8	8	2344302	"People & Blogs"
"E0cbWdlQg_8"	"2018-01-24"	"2018-01-16"	1	"20th Century Fox"	4126161	54797	3234	3807	"Love, Simon | Official Trailer 2 [HD] | 20th Century FOX"	8	24	2453494	"Film and Animation"
"UzQP7u-IOxg"	"2018-01-23"	"2018-01-16"	17	"NBA on TNT"	973185	9120	595	1380	"Inside the NBA: Rockets-Clippers Locker Room Drama"	7	2	386121	"Sports"
"gehzrQiwUyM"	"2018-01-23"	"2018-01-16"	26	"Casey Holmes"	295189	13986	265	1409	"BURTS BEES GOODNESS GLOWS FOUNDATION WEAR TEST | HIT OR MISS? |  Casey Holmes"	7	14	1615706	"Howto & Style"
"-oCQn2VkStI"	"2018-01-23"	"2018-01-17"	28	"AsapSCIENCE"	379176	18179	3094	2941	"Should We Break Up? (DNA COMPATIBILITY TEST)"	7	19	7518838	"Science & Technology"
"Hi2tjMLVpdQ"	"2018-01-23"	"2018-01-16"	28	"Unbox Therapy"	2277907	165214	2945	13292	"Which Smartphone Do They ACTUALLY Use? --- MKBHD, Austin Evans, Linus + More"	7	51	10286333	"Science & Technology"
"W7SZmMW6Ow0"	"2018-01-17"	"2018-01-16"	24	"Jimmy Kimmel Live"	211723	6374	140	846	"Melissa Benoist Reveals Best Part About Playing Supergirl"	1	25	11259007	"Entertainment"
"kWku5rgaJWM"	"2018-01-23"	"2018-01-16"	1	"Amazon Studios"	1526404	1665	105	230	"Don’t Worry, He Won’t Get Far On Foot - Teaser Trailer [HD] | Amazon Studios"	7	34	17775	"Film and Animation"
"HuG2uAWVlP4"	"2018-01-17"	"2018-01-16"	24	"Netflix"	165494	3487	238	512	"Everything Sucks! | Date Announcement [HD] | Netflix"	1	30	3181914	"Entertainment"
"ya6CQrFacIY"	"2018-01-23"	"2018-01-16"	10	"BeckVEVO"	499979	9479	485	680	"Beck - Fix Me"	7	5	220521	"Music"
"Vkuj0IaeH3s"	"2018-01-22"	"2018-01-16"	25	"MLive"	170325	1752	192	929	"Kyle Stephens the first victim to address Larry Nassar at sentencing"	6	14	47647	"News & Politics"
"ZYXIAzqOgoY"	"2018-01-23"	"2018-01-16"	26	"Nicol Concilio"	419822	17602	890	2169	"TARTE COSMETICS SHAPE TAPE FOUNDATION REVIEW"	7	15	755675	"Howto & Style"
"0Q0_xFYpYL4"	"2018-01-23"	"2018-01-16"	28	"William Osman"	425185	34078	275	2639	"I Made h3h3 a Coughing Beanie"	7	15	417019	"Science & Technology"
"aPrpWFl2eik"	"2018-01-17"	"2018-01-16"	23	"The Tonight Show Starring Jimmy Fallon"	499527	14112	289	813	"Password with Lily Tomlin, Jane Fonda and Cole Sprouse"	1	43	15769455	"Comedy"
"Djw1PmpZt9w"	"2018-01-17"	"2018-01-16"	24	"TheEllenShow"	624212	11582	188	778	"Penelope Cruz Tries to Teach Ellen Spanish"	1	34	23760020	"Entertainment"
"h_SHkEWo7UM"	"2018-01-17"	"2018-01-16"	24	"E! Entertainment"	1064653	7220	822	626	"Keeping Up With the Kardashians Katch-Up: S14, EP.14 | E!"	1	34	899996	"Entertainment"
"akTosGXl8pI"	"2018-01-23"	"2018-01-16"	24	"TMZ"	136788	883	496	566	"Kim Kardashian and Kanye West Welcome Baby Girl Via Surrogate I TMZ News"	7	33	2786000	"Entertainment"
"1DRhHMy-D4E"	"2018-01-23"	"2018-01-16"	25	"BBC News"	396970	2551	211	1083	"Dashcam captures a Car crashes into building in California - BBC News"	7	11	2119249	"News & Politics"
"-yMXWp-Fh3g"	"2018-01-22"	"2018-01-16"	26	"emmymadeinjapan"	221336	6877	219	1538	"KAZAKHSTAN 24-hour ARMY RATION TASTE TEST | Kazakh MRE"	6	18	1040049	"Howto & Style"
"ty-AFKiiTRA"	"2018-01-22"	"2018-01-16"	10	"BleachersVEVO"	156494	5422	87	485	"Bleachers - Alfie's Song (Not So Typical Love Song) (Audio)"	6	4	77299	"Music"
"v8VMdSQL50w"	"2018-01-23"	"2018-01-16"	25	"TODAY"	60092	528	104	141	"Jane Fonda And Lily Tomlin On ‘Grace And Frankie,’ Friendship, Female Equality | TODAY"	7	30	630508	"News & Politics"
"UBGb8jRjK4k"	"2018-01-22"	"2018-01-16"	25	"East Idaho News"	84534	74	91	47	"Local family discovers hidden room after sinkhole opens in garage"	6	8	2779	"News & Politics"
"FvLdEZ3mg54"	"2018-01-22"	"2017-02-18"	24	"gamelovercommercials"	22768	365	64	204	"1992 Skin Bracer commercial w/Jack Palance"	6	5	907	"Entertainment"
"wQZ95eZQtBE"	"2018-01-21"	"2018-01-15"	24	"Cut"	219805	5580	115	334	"Adam & Bree's Story | How Couples Sleep"	5	33	4296125	"Entertainment"
"ewTQLoNPxYg"	"2018-01-21"	"2018-01-16"	24	"The Ohana Adventure"	78344	3409	87	875	"Where are we?"	5	3	1201497	"Entertainment"
"9OGr-2g0zVs"	"2018-01-21"	"2018-01-16"	26	"COVERGIRL"	15300	384	71	44	"Katy Perry in NEW! Katy Kat Gloss | #IAmWhatIMakeUp by COVERGIRL"	5	16	466312	"Howto & Style"
"5TY79E-a2xU"	"2018-01-20"	"2018-01-16"	25	"Washington Post"	10836	41	17	229	"4 officers hurt in shooting in South Carolina"	4	5	242880	"News & Politics"
"A34u94sPuKg"	"2018-01-19"	"2018-01-16"	17	"NBA"	56495	835	18	407	"Kevin Durant and LeBron James Duel, Each Score 32 Pts | January 15, 2018"	3	32	8707071	"Sports"
"HVKuA1s5I3o"	"2018-01-21"	"2018-01-15"	10	"MandisaVEVO"	234583	6129	113	402	"Mandisa - Bleed The Same ft. TobyMac, Kirk Franklin"	5	7	162587	"Music"
"q32oFOjlWh8"	"2018-01-20"	"2018-01-13"	22	"Kortney Steury"	395883	4500	128	442	"When your Amish town is frozen"	4	0	98	"People & Blogs"
"HPs9EGBhl7M"	"2018-01-18"	"2013-05-24"	22	"Stefany Gonzalez"	11812	39	3	12	"Pencil Sharpening Machine"	2	0	55	"People & Blogs"
"EudArMNjbP0"	"2018-01-18"	"2018-01-13"	1	"ScreenPrism"	54360	3176	145	389	"Black Mirror USS Callister: Goodbye, Toxic Fanboy"	2	7	284965	"Film and Animation"
"k7fPYKkt2cQ"	"2018-01-17"	"2017-12-20"	10	"CoinDaddy"	9577	139	7	31	"CoinDaddy - Crypto Life"	1	7	2442	"Music"
"AeVrH_3igzk"	"2018-01-17"	"2018-01-13"	25	"CBS Evening News"	3640	54	1	4	"Students take action after hearing couple's honeymoon story"	1	7	160146	"News & Politics"
"76c_nxhuVdM"	"2018-01-17"	"2010-04-10"	24	"Jamie Demeter"	163780	826	10	167	"Blade Vs Deacon Frost [Lightsaber Battle]"	1	12	496	"Entertainment"
"eACohWVwTOc"	"2018-01-25"	"2018-01-17"	10	"ChainsmokersVEVO"	16219716	559289	18294	28940	"The Chainsmokers - Sick Boy"	8	4	12481717	"Music"
"TnCa71iUVxA"	"2018-01-25"	"2018-01-17"	10	"Maroon5VEVO"	6353130	267032	8516	11456	"Maroon 5 - Wait"	8	6	15600360	"Music"
"Ay420BlEtb8"	"2018-01-18"	"2018-01-17"	25	"CBS This Morning"	158778	1334	676	677	"Ann Curry says verbal sexual harassment was pervasive at NBC"	1	9	298962	"News & Politics"
"X6h2BE8-w0M"	"2018-01-19"	"2018-01-17"	23	"Jimmy Kimmel Live"	599642	6084	443	334	"Kristen Bell’s Dumb Fight with Dax Shepard"	2	24	11259007	"Comedy"
"wd_JwfXgFHk"	"2018-01-18"	"2018-01-17"	24	"The Late Show with Stephen Colbert"	419382	8073	543	1195	"Daniel Kaluuya: 'Get Out' Shows How White People Say Weird Stuff"	1	30	3965373	"Entertainment"
